time,lp_id,pct_access,engagement_index
2/01/2020,18296,0.09,0.91
2/01/2020,86059,0.37,20.11
2/01/2020,27940,0.64,6.4
2/01/2020,41980,0.09,0.91
2/01/2020,96111,0.09,0.91
2/01/2020,36102,0.09,0.91
2/01/2020,92844,3.29,213.89
2/01/2020,11406,0.09,0.91
2/01/2020,71805,0.18,4.57
2/01/2020,50479,0.09,3.66
2/01/2020,91165,1.19,44.79
2/01/2020,72468,0.09,0.91
2/01/2020,33326,0.09,0.91
2/01/2020,10533,0.09,3.66
2/01/2020,83248,0.18,33.82
2/01/2020,85781,0.09,0.91
2/01/2020,10625,0.18,5.48
2/01/2020,96706,0.09,46.62
2/01/2020,69863,0.27,5.48
2/01/2020,87342,0.09,0.91
2/01/2020,32213,8.04,624.31
2/01/2020,58235,0.09,0.91
2/01/2020,29322,0.09,0.91
2/01/2020,13591,0.37,7.31
2/01/2020,15266,0.09,0.91
2/01/2020,57371,0.09,0.91
2/01/2020,99674,0.27,49.36
2/01/2020,78818,0.09,1.83
2/01/2020,11206,0.09,0.91
2/01/2020,11712,4.75,764.17
2/01/2020,35007,0.18,3.66
2/01/2020,72758,0.18,1.83
2/01/2020,33562,1.01,27.42
2/01/2020,76649,0.18,1.83
2/01/2020,36620,0.37,21.02
2/01/2020,80144,0.46,6.4
2/01/2020,86775,0.09,70.38
2/01/2020,10650,0.09,0.91
2/01/2020,83270,0.09,8.23
2/01/2020,28504,0.09,1.83
2/01/2020,13117,0.73,21.94
2/01/2020,22506,0.09,0.91
2/01/2020,68019,2.38,114.26
2/01/2020,65277,0.09,0.91
2/01/2020,88925,1.1,20.11
2/01/2020,88878,0.09,27.42
2/01/2020,49571,0.27,4.57
2/01/2020,25970,0.09,1.83
2/01/2020,86034,0.09,1.83
2/01/2020,79794,0.09,4.57
2/01/2020,41380,0.09,4.57
2/01/2020,37891,0.09,0.91
2/01/2020,48454,0.09,0.91
2/01/2020,37376,0.46,4.57
2/01/2020,13326,0.09,1.83
2/01/2020,57084,1.01,71.3
2/01/2020,49062,3.47,1162.71
2/01/2020,73548,0.09,0.91
2/01/2020,35201,0.46,94.15
2/01/2020,60711,0.09,0.91
2/01/2020,13699,0.55,12.8
2/01/2020,24711,1.55,1294.33
2/01/2020,86407,0.09,9.14
2/01/2020,80616,5.48,297.99
2/01/2020,52175,0.18,1.83
2/01/2020,64948,0.18,9.14
2/01/2020,16406,0.55,1172.76
2/01/2020,89050,0.09,8.23
2/01/2020,39299,0.18,5.48
2/01/2020,55920,0.09,0.91
2/01/2020,93742,2.29,164.53
2/01/2020,33185,1.01,89.58
2/01/2020,26491,0.09,0.91
2/01/2020,13429,0.09,0.91
2/01/2020,55007,4.75,273.31
2/01/2020,69827,3.2,230.35
2/01/2020,15254,0.73,53.02
2/01/2020,50104,0.09,1.83
2/01/2020,12803,0.09,0.91
2/01/2020,66551,0.09,24.68
2/01/2020,80659,0.18,1.83
2/01/2020,32050,0.27,8.23
2/01/2020,60825,0.27,4.57
3/01/2020,97209,0.46,4.57
3/01/2020,52175,0.27,2.74
3/01/2020,61441,0.37,9.14
3/01/2020,80560,0.09,0.91
3/01/2020,25559,5.85,1329.98
3/01/2020,71805,0.64,17.37
3/01/2020,55007,2.1,79.52
3/01/2020,14124,0.09,0.91
3/01/2020,18904,0.09,3.66
3/01/2020,54430,0.27,28.34
3/01/2020,37891,0.09,10.97
3/01/2020,48984,0.09,0.91
3/01/2020,24711,1.55,971.66
3/01/2020,35201,0.46,141.68
3/01/2020,16633,0.09,0.91
3/01/2020,14975,0.09,3.66
3/01/2020,87342,0.09,0.91
3/01/2020,98265,2.19,258.68
3/01/2020,53399,1.65,58.5
3/01/2020,77774,0.09,0.91
3/01/2020,15254,2.19,130.71
3/01/2020,50712,0.09,0.91
3/01/2020,50479,0.27,10.97
3/01/2020,26372,0.37,21.02
3/01/2020,39299,0.18,8.23
3/01/2020,32213,8.96,691.04
3/01/2020,11206,0.09,0.91
3/01/2020,61384,2.38,349.18
3/01/2020,57084,2.29,96.89
3/01/2020,24504,0.09,0.91
3/01/2020,73952,3.47,160.88
3/01/2020,69429,0.18,4.57
3/01/2020,47785,0.09,0.91
3/01/2020,95731,20.38,1691.96
3/01/2020,79708,0.09,0.91
3/01/2020,11712,4.48,1293.42
3/01/2020,45811,0.27,3.66
3/01/2020,72758,0.18,2.74
3/01/2020,69863,0.37,5.48
3/01/2020,41380,0.09,1.83
3/01/2020,76122,0.09,1.83
3/01/2020,43430,0.09,0.91
3/01/2020,83848,0.27,4.57
3/01/2020,64947,1.1,105.12
3/01/2020,24829,0.27,6.4
3/01/2020,52758,3.47,50.27
3/01/2020,10625,0.27,35.65
3/01/2020,29286,0.09,19.2
3/01/2020,77430,0.09,1.83
3/01/2020,99671,0.09,32.91
3/01/2020,25970,0.09,1.83
3/01/2020,26488,11.97,2535.65
3/01/2020,49687,0.27,2.74
3/01/2020,80144,0.27,3.66
3/01/2020,68019,2.93,282.45
3/01/2020,57949,0.09,10.97
3/01/2020,88925,0.73,16.45
3/01/2020,79794,0.09,0.91
3/01/2020,45328,0.18,5.48
3/01/2020,86407,0.09,0.91
3/01/2020,85836,0.09,0.91
3/01/2020,92993,24.13,3286.11
3/01/2020,92844,2.56,124.31
3/01/2020,97280,1.65,191.04
3/01/2020,78730,0.27,19.2
3/01/2020,32340,0.09,0.91
3/01/2020,32050,0.18,6.4
3/01/2020,13699,0.46,8.23
3/01/2020,16406,0.37,90.49
3/01/2020,33562,0.82,14.63
3/01/2020,31985,0.09,0.91
3/01/2020,99916,12.34,464.35
3/01/2020,86059,0.09,10.97
3/01/2020,68490,0.09,0.91
3/01/2020,10533,1.83,264.17
3/01/2020,40967,0.18,7.31
3/01/2020,41675,0.09,0.91
3/01/2020,16164,0.18,1.83
3/01/2020,95859,0.27,7.31
3/01/2020,47364,13.16,1513.71
3/01/2020,35007,0.09,2.74
3/01/2020,93742,0.27,48.45
3/01/2020,29158,0.09,0.91
3/01/2020,64929,0.09,1.83
3/01/2020,90153,0.18,12.8
3/01/2020,13496,1.83,54.84
3/01/2020,17619,0.09,2.74
3/01/2020,60825,1.01,76.78
3/01/2020,14168,1.1,256.86
3/01/2020,54827,0.82,144.42
3/01/2020,60711,0.09,0.91
3/01/2020,39118,0.09,0.91
3/01/2020,48165,0.18,2.74
3/01/2020,41587,0.09,0.91
3/01/2020,13429,0.09,0.91
3/01/2020,64948,1.46,62.16
3/01/2020,11237,0.09,4.57
3/01/2020,14769,0.09,1.83
3/01/2020,65131,0.18,1.83
3/01/2020,46831,0.09,9.14
3/01/2020,34064,0.09,4.57
3/01/2020,36620,0.46,52.1
3/01/2020,33185,1.83,199.27
3/01/2020,64915,0.46,73.13
3/01/2020,41980,0.09,2.74
3/01/2020,76649,0.09,0.91
3/01/2020,13117,0.73,20.11
3/01/2020,47277,0.37,3.66
3/01/2020,60286,0.09,0.91
3/01/2020,50724,0.09,0.91
3/01/2020,96111,0.09,2.74
3/01/2020,80616,3.84,294.33
3/01/2020,16401,0.27,6.4
3/01/2020,26753,0.09,5.48
3/01/2020,98343,0.09,0.91
3/01/2020,94954,5.21,236.75
3/01/2020,15225,0.18,31.08
3/01/2020,69827,4.94,252.29
3/01/2020,16468,0.09,0.91
3/01/2020,94058,0.18,21.94
3/01/2020,29322,0.27,3.66
4/01/2020,36620,0.18,61.24
4/01/2020,99916,0.46,27.42
4/01/2020,10745,0.09,1.83
4/01/2020,50724,0.18,1.83
4/01/2020,47364,0.37,34.73
4/01/2020,98265,0.09,1.83
4/01/2020,55007,0.09,1.83
4/01/2020,57293,0.09,1.83
4/01/2020,41581,0.09,22.85
4/01/2020,45811,0.09,8.23
4/01/2020,12816,0.09,0.91
4/01/2020,57084,0.37,5.48
4/01/2020,25559,0.37,151.74
4/01/2020,11712,0.55,74.95
4/01/2020,90153,0.09,7.31
4/01/2020,32213,0.27,42.05
4/01/2020,70167,0.09,0.91
4/01/2020,51853,0.18,1.83
4/01/2020,85975,0.09,12.8
4/01/2020,97280,0.27,21.02
4/01/2020,37745,0.09,2.74
4/01/2020,54827,0.37,24.68
4/01/2020,10533,0.09,0.91
4/01/2020,73952,0.09,0.91
4/01/2020,64947,0.09,20.11
4/01/2020,26488,0.64,198.35
4/01/2020,11406,0.09,5.48
4/01/2020,72758,0.09,1.83
4/01/2020,94954,0.09,0.91
4/01/2020,94158,0.09,0.91
4/01/2020,64948,0.18,3.66
4/01/2020,93742,0.09,3.66
4/01/2020,96034,0.09,0.91
4/01/2020,57949,0.18,10.05
4/01/2020,50479,0.18,41.13
4/01/2020,17619,0.09,0.91
4/01/2020,17500,0.09,11.88
4/01/2020,92993,1.55,341.86
4/01/2020,35201,0.09,5.48
4/01/2020,69827,0.27,7.31
4/01/2020,95731,0.73,34.73
5/01/2020,98265,0.27,100.55
5/01/2020,48165,0.09,4.57
5/01/2020,89802,0.09,6.4
5/01/2020,97280,0.18,8.23
5/01/2020,18296,0.09,6.4
5/01/2020,69827,0.37,24.68
5/01/2020,55007,0.55,22.85
5/01/2020,60825,0.09,1.83
5/01/2020,50479,0.09,23.77
5/01/2020,57949,0.37,87.75
5/01/2020,16406,0.09,38.39
5/01/2020,11206,0.09,0.91
5/01/2020,99916,1.01,63.07
5/01/2020,32213,0.64,34.73
5/01/2020,52175,0.09,38.39
5/01/2020,57084,0.55,11.88
5/01/2020,24829,0.09,0.91
5/01/2020,64947,0.18,29.25
5/01/2020,54827,0.27,39.31
5/01/2020,90153,0.09,6.4
5/01/2020,95731,2.56,404.02
5/01/2020,80493,0.09,1.83
5/01/2020,35201,0.18,81.35
5/01/2020,47364,1.1,487.2
5/01/2020,11406,0.18,1.83
5/01/2020,80616,0.09,55.76
5/01/2020,72468,0.09,0.91
5/01/2020,68019,0.27,72.21
5/01/2020,26372,0.09,0.91
5/01/2020,19101,0.09,10.97
5/01/2020,33185,0.18,3.66
5/01/2020,65277,0.09,1.83
5/01/2020,16164,0.09,0.91
5/01/2020,10625,0.18,4.57
5/01/2020,36620,0.09,45.7
5/01/2020,92993,2.38,496.34
5/01/2020,15225,0.09,0.91
5/01/2020,73952,0.27,16.45
5/01/2020,53399,0.09,0.91
5/01/2020,52758,0.09,1.83
5/01/2020,40825,0.09,1.83
5/01/2020,25559,0.27,33.82
5/01/2020,26488,1.55,260.51
5/01/2020,29790,0.09,108.78
5/01/2020,13591,0.09,0.91
5/01/2020,13496,0.09,9.14
5/01/2020,64948,0.09,3.66
5/01/2020,13699,0.09,0.91
5/01/2020,45328,0.09,0.91
5/01/2020,99674,0.09,3.66
5/01/2020,72932,0.09,0.91
6/01/2020,57724,0.09,7.31
6/01/2020,89050,0.09,0.91
6/01/2020,16164,0.09,0.91
6/01/2020,46819,0.09,0.91
6/01/2020,88925,1.28,25.59
6/01/2020,85975,0.27,63.99
6/01/2020,25559,7.68,1478.06
6/01/2020,80493,0.09,5.48
6/01/2020,43818,0.09,6.4
6/01/2020,93256,0.09,0.91
6/01/2020,99916,14.17,653.56
6/01/2020,84652,0.09,1.83
6/01/2020,49751,0.09,5.48
6/01/2020,92155,0.09,0.91
6/01/2020,14737,0.09,1.83
6/01/2020,94984,0.09,0.91
6/01/2020,11206,0.09,0.91
6/01/2020,47364,10.6,1279.71
6/01/2020,95253,0.09,18.28
6/01/2020,32213,9.96,754.11
6/01/2020,80616,5.94,362.89
6/01/2020,32050,0.27,10.05
6/01/2020,40967,0.09,8.23
6/01/2020,86059,0.09,21.94
6/01/2020,56603,0.18,4.57
6/01/2020,47277,0.09,0.91
6/01/2020,94158,0.09,0.91
6/01/2020,80144,0.55,45.7
6/01/2020,10533,1.28,58.5
6/01/2020,39299,0.37,16.45
6/01/2020,14124,0.09,0.91
6/01/2020,57949,1.01,367.46
6/01/2020,64947,1.1,147.17
6/01/2020,95731,17.82,2029.25
6/01/2020,52758,1.37,23.77
6/01/2020,13117,0.46,15.54
6/01/2020,76214,0.09,0.91
6/01/2020,73466,0.09,1.83
6/01/2020,85072,0.18,6.4
6/01/2020,56028,0.09,10.05
6/01/2020,13591,0.18,5.48
6/01/2020,76122,0.09,12.8
6/01/2020,83248,0.09,5.48
6/01/2020,74702,0.09,1.83
6/01/2020,17619,0.27,10.05
6/01/2020,88885,0.18,1.83
6/01/2020,78818,0.09,1.83
6/01/2020,50479,0.18,20.11
6/01/2020,78730,0.64,48.45
6/01/2020,93742,1.65,301.65
6/01/2020,33624,0.09,0.91
6/01/2020,73952,4.66,256.86
6/01/2020,15225,0.46,41.13
6/01/2020,45328,0.27,2.74
6/01/2020,83270,0.09,7.31
6/01/2020,61384,2.1,322.67
6/01/2020,65358,0.09,0.91
6/01/2020,29286,0.18,7.31
6/01/2020,65277,0.18,2.74
6/01/2020,72758,0.09,3.66
6/01/2020,12816,0.18,3.66
6/01/2020,33946,0.09,0.91
6/01/2020,83848,0.18,5.48
6/01/2020,87342,0.09,0.91
6/01/2020,66551,0.09,3.66
6/01/2020,45811,0.09,0.91
6/01/2020,79794,0.27,5.48
6/01/2020,46831,0.09,12.8
6/01/2020,26488,13.71,4914.99
6/01/2020,13429,0.09,0.91
6/01/2020,60825,0.37,3.66
6/01/2020,54430,0.37,41.13
6/01/2020,11237,0.09,6.4
6/01/2020,79673,0.18,4.57
6/01/2020,13699,0.55,10.97
6/01/2020,28504,0.18,1.83
6/01/2020,26372,0.46,27.42
6/01/2020,98265,3.47,617
6/01/2020,52175,0.27,23.77
6/01/2020,91033,0.09,3.66
6/01/2020,16401,0.73,128.88
6/01/2020,55007,8.96,1510.05
6/01/2020,24711,1.55,1367.46
6/01/2020,24829,0.18,10.97
6/01/2020,49369,0.09,3.66
6/01/2020,71805,0.18,5.48
6/01/2020,13496,1.74,61.24
6/01/2020,29322,0.37,21.02
6/01/2020,37376,0.09,0.91
6/01/2020,64948,1.83,54.84
6/01/2020,35007,0.18,3.66
6/01/2020,91030,0.18,2.74
6/01/2020,53399,2.19,475.32
6/01/2020,90153,0.18,1.83
6/01/2020,49062,0.91,103.29
6/01/2020,91165,1.92,92.32
6/01/2020,87650,0.09,0.91
6/01/2020,57293,0.18,2.74
6/01/2020,30851,0.18,4.57
6/01/2020,38871,0.09,0.91
6/01/2020,58235,0.09,0.91
6/01/2020,97280,9.23,2587.75
6/01/2020,68019,4.11,384.83
6/01/2020,94954,0.91,13.71
6/01/2020,80659,0.46,8.23
6/01/2020,95859,0.82,52.1
6/01/2020,41380,0.27,3.66
6/01/2020,17943,0.09,0.91
6/01/2020,77698,0.09,0.91
6/01/2020,69429,0.27,14.63
6/01/2020,69827,4.84,332.72
6/01/2020,48165,0.18,3.66
6/01/2020,99674,0.09,1.83
6/01/2020,97209,1.74,47.53
6/01/2020,29916,0.18,302.56
6/01/2020,51340,0.09,11.88
6/01/2020,33562,1.74,51.19
6/01/2020,39118,0.18,1.83
6/01/2020,43430,0.09,0.91
6/01/2020,32340,0.09,15.54
6/01/2020,41581,0.09,0.91
6/01/2020,14975,0.09,0.91
6/01/2020,11712,2.1,294.33
6/01/2020,10625,0.37,13.71
6/01/2020,65131,1.28,187.39
6/01/2020,92844,3.29,229.43
6/01/2020,19334,0.09,2.74
6/01/2020,35201,0.37,21.94
6/01/2020,85836,2.29,56.67
6/01/2020,16406,0.55,145.34
6/01/2020,69863,0.73,14.63
6/01/2020,28199,0.09,1.83
6/01/2020,54827,0.82,111.52
6/01/2020,61441,0.64,17.37
6/01/2020,33185,0.46,10.97
6/01/2020,92993,24.68,3779.71
6/01/2020,57084,1.46,96.89
6/01/2020,49518,0.09,0.91
6/01/2020,36620,0.18,5.48
6/01/2020,47785,0.09,0.91
6/01/2020,41980,0.18,1.83
6/01/2020,14168,1.55,163.62
6/01/2020,15254,0.82,37.48
7/01/2020,97209,0.09,0.91
7/01/2020,94058,0.27,2.74
7/01/2020,13699,0.64,15.53
7/01/2020,73466,0.09,5.48
7/01/2020,65131,0.73,64.84
7/01/2020,36620,0.27,20.09
7/01/2020,55007,9.77,1194.52
7/01/2020,57949,2.1,444.75
7/01/2020,22506,0.09,1.83
7/01/2020,98265,2.1,195.43
7/01/2020,16468,0.09,9.13
7/01/2020,88925,0.55,18.26
7/01/2020,30851,0.27,3.65
7/01/2020,83567,0.09,3.65
7/01/2020,53399,0.27,21
7/01/2020,61384,2.56,389.04
7/01/2020,53775,0.18,14.61
7/01/2020,64948,2.01,55.71
7/01/2020,29286,0.09,4.57
7/01/2020,10625,0.64,57.53
7/01/2020,99671,0.09,0.91
7/01/2020,43818,0.09,21
7/01/2020,41380,0.09,0.91
7/01/2020,94264,0.09,4.57
7/01/2020,80144,0.37,7.31
7/01/2020,49518,0.09,0.91
7/01/2020,33326,0.09,0.91
7/01/2020,92844,1.74,186.3
7/01/2020,54430,0.37,3.65
7/01/2020,24504,0.09,0.91
7/01/2020,29322,0.46,24.66
7/01/2020,33185,5.21,198.17
7/01/2020,50724,0.27,3.65
7/01/2020,81189,0.09,0.91
7/01/2020,93802,0.09,0.91
7/01/2020,18772,0.09,3.65
7/01/2020,77698,0.18,4.57
7/01/2020,95731,19.27,1402.74
7/01/2020,32213,11.05,1053.88
7/01/2020,97280,5.11,831.96
7/01/2020,35007,0.18,3.65
7/01/2020,11712,3.93,686.76
7/01/2020,83248,0.09,0.91
7/01/2020,93742,2.74,585.39
7/01/2020,22856,0.09,0.91
7/01/2020,80616,6.76,423.74
7/01/2020,24711,2.56,934.25
7/01/2020,79886,0.09,1.83
7/01/2020,16401,0.18,1.83
7/01/2020,43491,0.09,5.48
7/01/2020,88878,0.09,0.91
7/01/2020,28504,0.09,1.83
7/01/2020,15254,0.73,75.8
7/01/2020,99916,15.16,583.56
7/01/2020,40928,1.64,56.62
7/01/2020,61441,1,73.97
7/01/2020,25559,10.32,1658.45
7/01/2020,65358,0.09,4.57
7/01/2020,85975,0.27,60.27
7/01/2020,64947,0.73,32.88
7/01/2020,36692,0.09,1.83
7/01/2020,13117,0.27,5.48
7/01/2020,41675,0.18,3.65
7/01/2020,16633,0.09,0.91
7/01/2020,24829,0.18,21.92
7/01/2020,37296,0.09,0.91
7/01/2020,86059,0.18,9.13
7/01/2020,83394,0.09,0.91
7/01/2020,50712,0.27,5.48
7/01/2020,57084,1.55,60.27
7/01/2020,91030,0.09,1.83
7/01/2020,32340,0.09,1.83
7/01/2020,13591,0.09,3.65
7/01/2020,45811,0.27,10.05
7/01/2020,67056,0.09,0.91
7/01/2020,28199,0.09,11.87
7/01/2020,39299,0.46,16.44
7/01/2020,56603,0.09,4.57
7/01/2020,69863,0.55,14.61
7/01/2020,91165,1.83,94.06
7/01/2020,16406,0.73,720.55
7/01/2020,37891,0.09,4.57
7/01/2020,11206,0.09,0.91
7/01/2020,85836,1.92,89.5
7/01/2020,24744,0.09,1.83
7/01/2020,95859,1.1,135.16
7/01/2020,73952,5.11,227.4
7/01/2020,26372,0.27,19.18
7/01/2020,54827,1.1,210.96
7/01/2020,64838,0.09,10.96
7/01/2020,70167,0.09,0.91
7/01/2020,45328,0.09,1.83
7/01/2020,90153,0.27,9.13
7/01/2020,84652,0.09,1.83
7/01/2020,80560,0.18,21
7/01/2020,47364,12.88,1176.26
7/01/2020,94954,6.94,473.06
7/01/2020,49751,0.09,1.83
7/01/2020,11237,0.09,6.39
7/01/2020,14168,0.82,112.33
7/01/2020,42725,0.09,0.91
7/01/2020,56028,0.27,39.27
7/01/2020,65277,0.09,4.57
7/01/2020,68019,4.29,671.23
7/01/2020,76214,0.18,5.48
7/01/2020,80493,0.09,0.91
7/01/2020,92993,24.11,4866.67
7/01/2020,72758,0.27,7.31
7/01/2020,35201,0.27,9.13
7/01/2020,71805,0.27,11.87
7/01/2020,80659,0.46,4.57
7/01/2020,79794,0.18,1.83
7/01/2020,75727,0.09,0.91
7/01/2020,69827,5.11,368.04
7/01/2020,89802,0.09,0.91
7/01/2020,86294,0.18,2.74
7/01/2020,40967,0.09,0.91
7/01/2020,94984,0.46,14.61
7/01/2020,76649,0.09,9.13
7/01/2020,41581,0.09,5.48
7/01/2020,99674,0.18,34.7
7/01/2020,26488,14.7,5790.87
7/01/2020,16164,0.18,2.74
7/01/2020,49062,0.09,3.65
7/01/2020,13496,3.74,127.85
7/01/2020,78730,0.18,10.05
7/01/2020,32050,0.18,3.65
7/01/2020,33562,1.1,30.14
7/01/2020,69429,0.27,2.74
7/01/2020,85682,0.09,0.91
7/01/2020,14124,0.09,0.91
7/01/2020,50479,0.09,1.83
7/01/2020,51340,0.09,5.48
7/01/2020,88885,0.09,0.91
7/01/2020,96706,0.09,3.65
7/01/2020,87762,0.09,0.91
7/01/2020,49687,0.09,31.05
8/01/2020,39299,0.27,18.26
8/01/2020,85836,0.46,10.96
8/01/2020,98265,1.92,158.9
8/01/2020,97280,6.12,1729.68
8/01/2020,55007,6.58,631.96
8/01/2020,50104,0.18,7.31
8/01/2020,19101,0.18,8.22
8/01/2020,94984,0.27,29.22
8/01/2020,42091,0.09,0.91
8/01/2020,39118,0.09,1.83
8/01/2020,38871,0.18,10.96
8/01/2020,46534,0.09,2.74
8/01/2020,95859,0.73,68.49
8/01/2020,92894,0.09,1.83
8/01/2020,54430,0.37,39.27
8/01/2020,91817,0.09,1.83
8/01/2020,33600,0.09,1.83
8/01/2020,50712,0.09,2.74
8/01/2020,26372,0.46,35.62
8/01/2020,71370,0.09,1.83
8/01/2020,65358,0.18,2.74
8/01/2020,99916,12.33,484.93
8/01/2020,33185,1.37,225.57
8/01/2020,31985,0.09,0.91
8/01/2020,11237,0.18,7.31
8/01/2020,57084,2.28,143.38
8/01/2020,73952,6.58,337.9
8/01/2020,64947,1,157.08
8/01/2020,41581,0.18,77.63
8/01/2020,13496,2.01,67.58
8/01/2020,99674,0.09,0.91
8/01/2020,76649,0.09,2.74
8/01/2020,36620,0.37,22.83
8/01/2020,80560,0.09,14.61
8/01/2020,94264,0.09,9.13
8/01/2020,93690,0.18,1.83
8/01/2020,64528,0.09,0.91
8/01/2020,11712,3.47,592.69
8/01/2020,80144,0.37,21
8/01/2020,64915,0.09,1.83
8/01/2020,15225,0.27,18.26
8/01/2020,51853,0.09,0.91
8/01/2020,56028,0.37,30.14
8/01/2020,26533,0.09,1.83
8/01/2020,94058,0.18,7.31
8/01/2020,79886,0.09,0.91
8/01/2020,24829,0.09,0.91
8/01/2020,83076,0.09,21
8/01/2020,29322,0.46,21
8/01/2020,53775,0.18,26.48
8/01/2020,51340,0.18,23.74
8/01/2020,29790,0.09,3.65
8/01/2020,53399,0.18,8.22
8/01/2020,86059,0.27,72.15
8/01/2020,99671,0.09,12.79
8/01/2020,93802,0.18,2.74
8/01/2020,49687,0.09,0.91
8/01/2020,92844,3.29,294.06
8/01/2020,10625,0.37,28.31
8/01/2020,61441,0.91,69.41
8/01/2020,15254,1,91.32
8/01/2020,69863,0.37,5.48
8/01/2020,95731,16.26,1264.84
8/01/2020,35007,0.18,6.39
8/01/2020,84652,0.09,0.91
8/01/2020,91030,0.18,18.26
8/01/2020,10745,0.09,1.83
8/01/2020,26488,12.24,2922.37
8/01/2020,16633,0.18,2.74
8/01/2020,54747,0.09,0.91
8/01/2020,79652,0.09,0.91
8/01/2020,29916,3.2,3640.18
8/01/2020,80616,8.68,994.52
8/01/2020,52175,0.37,4.57
8/01/2020,50479,0.09,3.65
8/01/2020,24504,0.18,2.74
8/01/2020,93742,0.46,13.7
8/01/2020,75451,0.09,1.83
8/01/2020,56441,0.09,0.91
8/01/2020,43491,1.19,242.01
8/01/2020,60286,0.09,0.91
8/01/2020,14168,2.74,384.47
8/01/2020,32213,8.22,796.35
8/01/2020,69429,0.09,0.91
8/01/2020,28199,0.09,3.65
8/01/2020,48036,0.09,33.79
8/01/2020,86816,0.18,8.22
8/01/2020,57949,1.37,263.01
8/01/2020,92993,22.74,3453.88
8/01/2020,24711,1.19,873.06
8/01/2020,71805,0.64,9.13
8/01/2020,13466,0.09,0.91
8/01/2020,77698,0.27,25.57
8/01/2020,25559,8.77,1705.94
8/01/2020,13117,0.27,6.39
8/01/2020,15266,0.09,2.74
8/01/2020,58235,0.09,0.91
8/01/2020,33624,0.09,0.91
8/01/2020,78730,0.27,8.22
8/01/2020,16621,0.09,2.74
8/01/2020,94954,10.96,293.15
8/01/2020,80659,0.18,2.74
8/01/2020,33562,3.84,296.8
8/01/2020,77430,0.09,1.83
8/01/2020,29286,0.09,0.91
8/01/2020,85975,0.64,152.51
8/01/2020,16406,0.46,542.47
8/01/2020,13429,0.46,4.57
8/01/2020,56603,0.09,0.91
8/01/2020,28504,0.55,10.05
